@relation Output

@attribute nHBAcc numeric
@attribute nHBDon numeric
@attribute naAromAtom numeric
@attribute nAtomP numeric
@attribute nB numeric
@attribute nAromBond numeric
@attribute nRotB numeric
@attribute ALogP numeric
@attribute ALogp2 numeric
@attribute AMR numeric
@attribute XLogP numeric
@attribute MLogP numeric
@attribute apol numeric
@attribute TopoPSA numeric
@attribute MW numeric
@attribute bpol numeric
@attribute ATSc1 numeric
@attribute ATSc2 numeric
@attribute ATSc3 numeric
@attribute ATSc4 numeric
@attribute ATSc5 numeric
@attribute ATSm1 numeric
@attribute ATSm2 numeric
@attribute ATSm3 numeric
@attribute ATSm4 numeric
@attribute ATSm5 numeric
@attribute nAcid numeric
@attribute nBase numeric
@attribute MOMI-X numeric
@attribute MOMI-Y numeric
@attribute MOMI-Z numeric
@attribute MOMI-XY numeric
@attribute MOMI-XZ numeric
@attribute MOMI-YZ numeric
@attribute MOMI-R numeric
@attribute AllSurfaceArea numeric
@attribute Association {Yes}

@data
2,4,16,12,32,17,6,2.9392,8.638897,111.8397,4.653,3.55,65.516204,85.35,392.209993,32.887796,0.384334,-0.161674,-0.080473,0.138023,-0.083554,32.043368,33.661004,49.211013,53.096567,47.985919,0,1,12329.8088,11461.43327,868.375534,1.075765,14.198706,13.198706,8.923003,782.086475,Yes
13,4,6,9,53,6,19,-4.8866,23.87886,159.8978,3.048,3.99,111.212029,179.56,679.405733,70.947971,1.264152,-0.568429,-0.299674,0.573038,-0.48073,56.166676,57.485281,81.581772,91.372973,101.44937,0,0,27824.14031,24206.27657,3617.863733,1.14946,7.690765,6.690765,11.156354,1030.843164,Yes
10,4,0,8,37,0,2,2.0861,4.351813,140.2688,2.745,2.78,81.256548,207.26,540.207627,49.789452,0.942248,-0.487395,-0.178922,0.464485,-0.313258,54.342242,50.121423,64.318375,78.452678,95.58859,0,0,10714.67567,7291.7844,3422.891268,1.469418,3.1303,2.1303,8.657129,756.107107,Yes
5,3,12,10,37,12,14,2.86,8.1796,125.1884,3.662,3.11,73.516376,97.05,495.234491,45.361624,0.981958,-0.4573,-0.316458,0.33744,0.104,43.683949,41.734999,61.791141,58.137098,57.533994,0,1,24484.45238,23037.96506,1446.487319,1.062787,16.926835,15.926835,10.889033,866.577523,Yes
5,2,18,24,35,18,5,4.4133,19.477217,122.6623,5.4,3.66,69.215825,69.64,448.155371,32.306175,0.453889,-0.25699,0.085555,-0.014619,-0.026292,42.756318,38.778956,57.502106,66.88628,64.601928,0,0,14081.45515,12862.56289,1218.892262,1.094763,11.552666,10.552666,9.205817,780.426577,Yes
8,1,11,13,32,11,6,2.0376,4.151814,106.6541,0.61,2.45,57.832274,116.42,435.065569,33.703726,0.942387,-0.614639,0.080106,0.241384,-0.286471,47.792989,40.94544,65.318225,57.274798,48.129642,0,0,18150.59392,17493.1367,657.457218,1.037584,27.607262,26.607262,9.256502,882.612065,Yes
17,4,0,6,76,0,11,-1.4026,1.967287,263.5409,3.544,5.75,170.502991,241.96,1029.602486,114.333009,2.222718,-0.929919,-0.340473,-0.003796,0.493186,85.751485,83.804569,121.836448,153.91207,157.463932,0,0,44358.78111,31424.4351,12934.34601,1.411602,3.429534,2.429534,12.650772,1162.045269,Yes
10,2,15,17,58,16,8,1.9553,3.823198,191.1997,4.497,4.1,115.133271,200.49,749.291691,72.186729,1.081186,-0.551373,0.111555,-0.106596,-0.421811,71.476691,74.222073,102.149899,114.415841,120.254688,0,0,31553.40281,26014.91341,5538.4894,1.212897,5.697114,4.697114,11.787031,978.739809,Yes
5,4,12,7,30,12,6,2.5663,6.585896,104.3251,2.937,3,60.621825,99.38,408.133966,31.582175,0.729108,-0.181334,-0.343232,0.15244,0.043652,40.359764,34.608506,50.552829,60.712761,50.87996,0,0,10741.01453,9943.466183,797.548348,1.080208,13.46754,12.46754,8.230797,710.626377,Yes
5,1,18,7,30,18,7,3.6508,13.328341,106.5613,3.673,3.22,58.797446,81.54,378.157957,31.480554,0.694308,-0.405186,0.029844,0.092701,-0.293667,31.817837,32.65728,47.230744,54.641147,63.855777,1,0,4960.330398,3741.442936,1218.887462,1.32578,4.069556,3.069556,6.855443,571.12137,Yes
6,2,18,25,30,18,4,4.9076,24.084538,111.3389,4.485,2.78,55.653895,120.64,434.049071,23.564105,0.538061,-0.30593,0.143096,-0.203783,0.160403,74.192442,37.812497,57.458283,77.621946,55.011971,0,0,9510.596532,6826.938045,2683.658487,1.393098,3.543892,2.543892,8.992435,668.968056,Yes
8,2,21,27,34,22,5,4.0251,16.20143,119.8225,3.336,2.67,64.500239,127.41,437.163394,38.219761,0.508673,-0.309121,0.156266,-0.174469,0.117355,41.196553,45.250203,60.817797,61.827544,55.348462,0,0,11163.7289,8717.205075,2446.523827,1.280655,4.563098,3.563098,9.438884,772.1667,Yes
2,4,15,12,28,16,7,3.9554,15.645189,105.2179,3.876,3.22,57.200239,80.64,349.179027,26.463761,0.202044,-0.094073,-0.020163,0.017609,-0.016369,28.628879,29.716463,39.380919,38.601927,30.827457,0,1,13405.34756,12868.98654,536.361016,1.041679,24.993143,23.993143,9.02213,775.475819,Yes
7,1,17,27,38,17,5,1.927,3.713329,121.3148,1.815,3.22,69.377825,110.76,459.190654,37.400175,0.768344,-0.372499,-0.053345,0.100388,0.020895,38.897778,41.68226,61.312119,68.308441,66.474079,0,0,12434.90672,9172.140418,3262.766302,1.355726,3.811155,2.811155,9.921407,804.74477,Yes
5,1,16,22,39,17,9,5.2973,28.061387,139.7326,3.635,3.22,77.362997,82.88,529.164745,44.891003,0.924212,-0.427564,-0.192859,0.048277,0.222961,55.549208,46.724094,66.292092,78.800872,75.416184,0,2,22370.10977,20794.11522,1575.994542,1.07579,14.194281,13.194281,10.347887,899.700668,Yes
4,2,21,17,31,22,5,4.7857,22.902924,117.6844,5.706,3.22,58.824274,99.46,386.120132,25.257726,0.299052,-0.154372,0.030143,-0.055414,0.042141,36.342143,36.028734,51.226514,53.007021,49.11652,0,0,11038.32639,10227.12877,811.197622,1.079318,13.607444,12.607444,8.564906,714.621918,Yes
11,2,28,13,55,28,16,2.8119,7.906782,182.3821,4.897,3.55,101.761755,187.61,717.241919,58.596245,1.376393,-0.876447,0.469611,-0.543453,0.570075,66.884029,64.846676,94.554439,101.717774,111.904878,0,2,27898.7783,23444.05676,4454.721538,1.190015,6.262743,5.262743,11.186485,995.121734,Yes
11,2,21,18,49,22,19,1.6876,2.847994,167.9221,5.718,3.88,98.888513,154.03,627.316918,59.447487,1.105244,-0.794929,0.429186,-0.237377,0.12794,52.392207,53.817373,73.608635,76.862793,74.913593,0,2,52016.15861,49882.30341,2133.855193,1.042778,24.376611,23.376611,13.312247,1223.983077,Yes
3,1,12,9,31,12,11,3.0737,9.447632,123.4217,5.065,3.88,73.937341,49.77,411.277344,45.302659,0.422925,-0.235185,0.041224,-0.02585,0.046841,32.683387,32.826914,45.265839,49.487102,48.657008,0,1,6856.760055,4641.605572,2215.154483,1.477239,3.095387,2.095387,7.944826,666.68024,Yes
15,3,12,9,65,12,16,3.3157,10.993866,210.0281,3.014,4.76,129.535201,202.45,835.377906,81.174799,1.997084,-1.019593,0.028786,0.266041,-0.468609,71.202547,72.306295,114.16783,143.706306,175.621688,0,0,37275.02495,30299.83044,6975.194517,1.230206,5.343941,4.343941,12.234348,1057.403097,Yes
9,4,15,10,40,16,10,0.7824,0.61215,128.7902,2.013,2.56,72.972204,163.74,522.186081,42.491796,0.899026,-0.312046,-0.264216,0.008884,0.328733,50.389599,48.379199,69.480858,76.972975,71.365811,0,0,20429.74674,17733.35532,2696.391419,1.152052,7.576699,6.576699,10.927313,963.169904,Yes
2,3,16,21,31,17,5,5.6586,32.019754,110.4909,6.929,3.55,65.516204,82.19,392.209993,33.845796,0.39045,-0.138166,0.043012,-0.307423,0.299224,32.043368,32.661004,51.211013,55.816557,57.334215,0,0,7645.336736,6841.521703,803.815034,1.117491,9.511313,8.511313,7.464112,686.550282,Yes
5,2,24,15,55,24,14,5.5593,30.905816,173.0718,10.088,4.54,101.557341,61.44,693.278997,52.882659,0.98904,-0.563499,0.051416,0.097555,-0.106245,61.641144,60.318168,96.603538,96.84494,98.744695,0,1,34314.85948,28465.50161,5849.357869,1.205489,5.866432,4.866432,12.729678,1056.112499,Yes
5,1,18,24,29,18,5,4.7609,22.666169,104.7569,4.535,2.67,54.641102,84.51,420.010219,25.558898,0.459748,-0.173477,0.010658,-0.091904,0.022051,51.597021,42.35273,57.132135,61.538112,64.876151,0,0,11491.95021,10173.92496,1318.025253,1.129549,8.719067,7.719067,8.956211,753.102149,Yes
5,3,16,18,34,17,8,3.143,9.878449,112.5931,3.867,3.55,64.868032,90.65,421.168937,29.717968,0.501866,-0.160726,-0.015675,-0.160495,0.148493,35.959901,36.242517,49.595319,53.153214,57.064198,1,0,10063.48983,7646.350219,2417.139613,1.316117,4.163388,3.163388,9.228742,749.817262,Yes
6,2,18,26,30,18,5,4.8226,23.257471,111.3917,3.779,3.22,57.322274,97.42,366.159295,24.957726,0.412947,-0.247308,0.157251,-0.163074,0.071608,30.159882,31.661819,42.935559,43.991275,39.714144,0,0,11838.93623,11175.87232,663.063905,1.05933,17.854895,16.854895,8.732591,790.817607,Yes
4,2,17,13,33,17,5,2.9872,8.923364,114.145,4.827,2.78,62.848446,77.99,449.118544,31.309554,0.522408,-0.183443,-0.115248,0.032143,-0.104002,49.502314,39.838946,59.653184,69.474461,71.064012,0,1,13513.16273,12152.98652,1360.176211,1.111921,9.934862,8.934862,9.213938,725.7726,Yes
4,1,6,7,36,6,3,2.2633,5.122527,129.2745,3.436,4.1,76.123755,57.61,433.261694,42.158245,0.418524,-0.119976,-0.119187,0.038567,-0.008316,34.683387,37.494822,59.657008,71.095661,64.822918,0,0,7171.891733,4542.817832,2629.0739,1.578732,2.727916,1.727916,7.99598,686.265003,Yes
10,4,0,5,39,0,14,0.0807,0.006512,129.9912,2.829,3.33,87.035685,150.7,519.34207,57.284315,0.921924,-0.455823,-0.042194,0.292352,-0.487056,42.672247,42.322279,63.948113,63.525105,76.377194,0,0,10765.45192,7803.280382,2962.17154,1.379606,3.634311,2.634311,8.723949,776.513707,Yes
16,7,6,11,75,6,15,4.3714,19.109138,267.079,5.757,4.98,159.658682,266.66,1056.425221,99.939318,2.345151,-1.052555,-0.307711,0.239493,-0.156934,101.366343,87.537933,133.963107,177.010793,180.927653,0,0,82636.21625,74139.92508,8496.291169,1.114598,9.726152,8.726152,14.903074,1459.079705,Yes
5,1,19,12,39,21,4,2.4037,5.777774,124.5363,3.918,3.11,73.074204,116.86,472.233522,43.745796,0.81218,-0.603312,0.463581,-0.293429,-0.336836,39.42878,42.821641,63.977451,72.666373,72.302187,0,1,13576.30908,12290.89537,1285.413713,1.104583,10.561821,9.561821,8.925027,851.44434,Yes
12,4,12,6,55,12,24,1.1266,1.269228,191.9737,3.705,4.54,119.521201,158.47,719.4258,75.554799,1.329223,-0.588891,-0.330033,0.698904,-0.618589,59.221185,59.816829,80.027495,84.517627,88.685122,0,1,35701.8001,31747.8555,3953.944602,1.124542,9.029413,8.029413,12.000502,1154.887273,Yes
6,4,17,9,30,17,10,2.4709,6.105347,113.4005,1.658,3,61.867032,128.51,396.161997,31.454968,0.430573,-0.202251,-0.042513,0.005001,0.088914,37.116612,35.167028,47.969687,39.88107,36.739052,0,1,18504.47576,18007.79525,496.680513,1.027581,37.256295,36.256295,9.33224,821.358919,Yes
6,3,18,26,35,18,9,5.3836,28.983149,109.5818,3.913,2.45,58.175895,92.35,482.076881,28.762105,0.954654,-0.533883,0.117064,-0.074593,-0.150062,50.484455,41.936734,66.32888,67.253875,71.592352,0,0,22445.71826,21620.41806,825.300203,1.038172,27.197035,26.197035,9.802345,769.8628,Yes
6,1,12,23,34,12,5,4.7023,22.111625,112.5443,4.002,2.56,58.760688,108.53,464.09301,30.639312,0.848631,-0.465949,0.193779,-0.146063,-0.108998,47.124789,40.156747,68.434875,77.787495,85.843987,0,0,12597.20008,11281.77542,1315.424652,1.116597,9.576527,8.576527,8.799074,786.065858,Yes
6,1,21,26,43,22,6,5.4663,29.880436,143.2322,5.195,3.55,78.116411,65.77,532.219844,42.003589,0.790201,-0.474734,-0.010501,0.207606,-0.297706,46.440483,47.597793,72.322114,69.367312,64.724799,0,2,23307.6229,19105.40717,4202.215731,1.219949,5.546508,4.546508,12.062291,1004.099293,Yes
5,1,5,8,41,5,6,2.3777,5.653457,128.6683,3.553,3.33,76.239997,119.11,538.163695,44.298003,1.050374,-0.436998,-0.147611,0.39067,-0.414719,52.2807,48.741662,82.449801,105.457783,116.159822,0,0,13233.41586,11123.24012,2110.175735,1.189709,6.271239,5.271239,8.892687,722.273488,Yes
5,4,17,11,34,17,5,3.733,13.935289,118.1726,3.202,3.33,66.376825,118.39,444.140673,32.729175,0.637139,-0.124277,-0.350081,0.145316,0.018578,42.502142,39.913907,60.495723,65.366191,58.905253,0,0,14875.89786,13934.54466,941.353202,1.067555,15.802674,14.802674,9.059017,774.794691,Yes
7,2,6,12,22,6,1,-1.0091,1.018283,66.3067,-0.56,2.12,36.722723,109.57,273.074956,17.837277,0.626773,-0.315232,0.220302,-0.187644,-0.204482,24.177817,24.32546,37.87167,42.061819,40.610757,0,0,3224.334216,2599.001238,625.332978,1.240605,5.156188,4.156188,6.322254,525.774279,Yes
7,2,23,28,38,23,6,5.6903,32.379514,127.4145,3.912,2.67,68.39086,147.48,519.101052,38.18914,0.65269,-0.290604,0.13461,-0.338335,0.18826,55.110478,53.310421,78.744032,93.990001,94.713888,0,0,13138.77135,10459.34235,2679.429001,1.256176,4.903571,3.903571,9.314885,734.438487,Yes
7,2,16,23,37,17,9,3.8486,14.811722,126.0663,3.101,3,69.552825,88.61,485.162996,39.683175,0.87431,-0.475148,0.017833,0.046618,-0.129613,47.338303,43.022017,61.326997,64.217298,58.042216,0,1,16123.94295,13567.76996,2556.172989,1.1884,6.307845,5.307845,10.330097,891.536699,Yes
3,1,6,6,19,6,6,0.6518,0.424843,72.1318,1.909,2.78,44.071446,46.33,246.173214,26.328554,0.225938,-0.129485,0.063191,-0.028555,-0.080977,19.49443,19.99682,25.550281,31.49137,30.49137,0,1,2253.838537,1504.333126,749.505411,1.498231,3.007101,2.007101,5.902098,496.926801,Yes
7,3,12,11,38,12,11,1.6344,2.671263,113.931,1.932,2.34,72.761997,167.99,529.162545,55.182003,1.442562,-0.912574,0.438555,-0.208652,-0.432017,51.20262,52.212947,74.962067,81.490323,81.410352,0,0,14463.03473,10853.87524,3609.159485,1.332523,4.007314,3.007314,9.912893,805.354934,Yes
12,4,26,26,74,27,14,4.758,22.638564,234.3365,8.073,5.09,136.972822,181.62,888.413438,77.747178,1.428581,-1.014944,0.352633,0.326221,-0.874836,75.530745,80.811581,126.071403,133.562192,143.44458,0,0,70845.01555,66030.35138,4814.66417,1.072916,14.714425,13.714425,14.133471,1267.558137,Yes
5,2,25,17,35,27,5,3.1995,10.2368,110.497,4.111,2.89,59.781274,101.38,415.155687,30.418726,0.657844,-0.407779,0.168187,-0.177728,0.071996,35.796375,38.406606,56.341754,63.031081,65.829486,0,0,7236.016043,4569.491193,2666.524849,1.58355,2.71365,1.71365,8.207922,661.058467,Yes
6,3,18,24,41,18,8,3.3714,11.366338,143.6879,6.093,3.44,86.270548,116.85,557.222739,52.787452,0.627256,-0.303733,-0.000381,-0.069039,0.085263,55.964012,53.730143,75.949446,82.980859,75.555004,0,1,18956.49439,16622.40028,2334.094115,1.140419,8.121564,7.121564,10.089443,975.887129,Yes
12,3,22,6,58,22,24,3.0497,9.30067,209.8323,3.701,4.32,123.250029,194.5,775.35496,77.785971,1.218123,-0.842905,0.283888,0.073472,-0.377159,72.647713,69.662696,94.628906,86.874196,84.171063,0,1,41825.76626,33999.43055,7826.335706,1.23019,5.344234,4.344234,13.451848,1335.570141,Yes
11,3,11,12,40,11,10,0.1796,0.032256,134.0669,-0.219,2.67,78.23179,164.87,547.176851,47.90821,1.063061,-0.55905,-0.118275,0.32339,-0.22339,56.458441,49.27862,74.587458,78.846971,66.020309,0,1,19671.36805,12465.29716,7206.070885,1.578091,2.729833,1.729833,11.783166,1048.610842,Yes
2,1,18,6,36,18,8,3.146,9.897316,127.5271,4.917,4.32,76.414962,29.46,428.258955,41.725038,0.365155,-0.202319,-0.043012,0.172866,-0.187425,33.908918,37.661004,54.325188,60.708471,58.317468,0,2,10775.24677,9758.336429,1016.910343,1.104209,10.596064,9.596064,8.345414,677.27752,Yes
6,4,16,25,33,17,7,3.6693,13.463762,105.1474,4.347,2.78,59.417067,120.05,426.109483,28.322933,0.666085,-0.377,0.097241,-0.205921,0.25844,42.250747,38.107596,53.578006,59.826584,60.9208,0,2,12615.03411,11405.06926,1209.964851,1.10609,10.425951,9.425951,9.074426,729.339985,Yes
9,2,18,30,44,18,9,3.7593,14.132336,157.4764,3.44,3.88,85.272169,97.71,539.253255,47.827831,0.83957,-0.541589,0.065084,0.181513,-0.180358,44.897778,47.820825,67.702489,72.422343,70.059183,0,2,22442.94789,20857.16768,1585.780213,1.07603,14.152622,13.152622,10.271958,931.242332,Yes
12,4,22,22,59,22,17,1.3924,1.938778,192.309,5.114,4.32,117.35165,174.64,738.385332,71.56435,1.307687,-0.959692,0.438901,0.224534,-0.96983,61.526657,64.648011,93.909855,98.243184,108.292025,0,0,71960.91622,69949.12224,2011.79398,1.028761,35.769526,34.769526,13.569238,1209.470302,Yes
6,1,18,15,37,18,10,4.5978,21.139765,128.3097,3.526,3,69.553032,128.18,480.146741,41.460968,0.96796,-0.596467,0.257057,-0.317404,0.208027,45.440019,44.491944,64.209508,58.094205,49.736496,0,0,28537.41651,27993.5742,543.842307,1.019427,52.473697,51.473697,9.95613,851.699284,Yes
4,0,0,10,63,0,31,12.6288,159.486589,287.7956,18.454,7.51,167.05937,52.6,862.683912,104.13663,0.641625,-0.250469,-0.229134,0.242265,-0.097047,66.097876,64.992552,81.656736,89.644327,87.866134,0,0,247502.6545,246357.767,1144.887534,1.004647,216.180758,215.180758,17.318577,1661.043141,Yes
5,2,18,18,37,18,6,5.7335,32.873022,112.6461,4.932,3.11,61.566274,97.75,452.118378,29.811726,0.882888,-0.678876,0.364671,-0.125952,0.068778,40.596394,41.152942,65.548311,63.974063,57.364795,1,0,16822.18664,15857.28702,964.899622,1.060849,17.434131,16.434131,9.402848,790.955575,Yes
4,2,12,6,38,12,7,4.2796,18.314976,116.7338,5.235,3.11,68.482618,50.36,500.189848,39.835382,0.932551,-0.557782,0.061578,0.221764,0.012409,46.281164,43.151714,74.71426,69.718325,64.635249,0,1,10779.57655,7940.371643,2839.204906,1.357566,3.796688,2.796688,8.854397,713.15778,Yes
15,4,18,9,70,18,22,2.8256,7.984015,231.8222,7.702,5.31,146.791131,178.72,893.505113,91.404869,1.488217,-1.032884,0.434057,0.268755,-0.974671,73.715614,76.146013,112.293365,121.290878,133.117308,0,0,70713.38415,65175.62238,5537.761773,1.084967,12.769308,11.769308,14.389915,1425.529189,Yes
7,2,21,29,40,22,11,4.6749,21.85469,147.3542,3.596,3.55,80.588169,87.55,499.269574,48.849831,0.749778,-0.498896,0.128988,0.067076,-0.140299,41.0688,43.821369,61.122407,65.593065,66.257793,0,1,16231.80013,14010.30274,2221.497391,1.158562,7.306693,6.306693,10.012189,968.625992,Yes
3,3,0,0,5,0,2,-1.4081,1.982746,20.5161,-1.88,1.46,13.020344,60.69,92.047344,8.745656,0.285273,-0.047546,-0.142637,0,0.047546,8.323407,5.996276,6.328368,6.213122,1.774469,0,0,305.497043,256.436043,49.061,1.191319,6.226882,5.226882,3.270153,326.14719,Yes
8,1,18,19,37,18,13,1.7528,3.072308,132.5891,4.688,3.33,77.605376,109.87,496.214427,49.612624,0.751754,-0.361607,-0.12559,0.179039,-0.205955,45.66555,48.221771,58.119262,58.932171,61.59089,0,0,24412.07563,22939.27133,1472.804298,1.064204,16.575234,15.575234,10.897832,874.567084,Yes
12,4,31,26,73,32,17,4.088,16.711744,232.6993,8.387,5.09,138.427615,188.8,881.422445,80.926385,1.505481,-1.097088,0.505494,0.208163,-1.011078,73.661106,79.81074,119.290502,128.232827,142.447579,0,0,87549.46402,81986.40532,5563.058696,1.067853,15.737649,14.737649,15.610351,1425.683021,Yes
13,3,10,12,60,11,8,0.3154,0.099477,183.5668,4.968,3.88,116.93765,214.07,766.335998,76.42235,1.389164,-0.838347,0.112613,0.369509,-0.843132,69.257856,74.211142,101.128547,111.730712,120.672461,0,0,29466.41986,19044.74304,10421.67682,1.547221,2.827416,1.827416,12.154869,1105.139196,Yes
9,3,27,33,68,28,14,6.9373,48.126131,229.0566,9.379,4.65,130.93365,180.41,867.318096,74.86235,1.039869,-0.498602,0.01236,-0.073991,0.106619,82.781848,83.94174,118.126487,123.545739,120.082492,0,1,64343.40844,53263.3132,11080.09524,1.208025,5.807117,4.807117,15.605463,1408.194502,Yes
13,4,30,25,73,32,15,4.5387,20.599798,236.1619,6.687,5.09,137.462822,200.08,882.406461,79.173178,1.58976,-1.108253,0.358665,0.301448,-0.807165,74.075595,79.976379,118.570587,129.734281,140.336584,0,0,93087.25619,87678.86711,5408.389079,1.061684,17.211642,16.211642,15.864549,1355.615556,Yes
7,1,14,14,29,15,5,0.1605,0.02576,96.6221,0.409,2.12,51.699481,128.94,371.116444,32.980519,0.604978,-0.274834,0.10841,-0.23253,0.152763,36.196553,40.250203,52.933803,49.013592,46.909145,0,0,7875.186515,6886.710367,988.476148,1.143534,7.966997,6.966997,7.990451,693.175557,Yes
7,1,21,22,41,22,7,3.8493,14.81711,141.0128,4.031,3.33,78.771376,75,506.2718,49.268624,0.741892,-0.443358,0.005355,0.059448,0.112277,42.883931,45.321027,66.450681,69.962922,66.074212,0,2,22878.85329,21593.96655,1284.886744,1.059502,17.806124,16.806124,10.328406,917.114704,Yes
13,3,10,12,66,11,11,0.4717,0.222501,192.6955,5.711,3.66,124.019236,203.6,868.345261,84.314764,1.848414,-0.988718,0.151723,0.153043,-0.711393,81.266033,82.538283,122.293131,136.402931,149.586301,0,0,32188.26708,19146.68833,13041.57875,1.68114,2.468127,1.468127,12.040021,1165.476019,Yes
6,1,18,17,45,18,8,5.7631,33.213322,142.5028,6.642,3.33,79.546204,77.84,572.204669,47.471796,1.124828,-0.670312,0.127098,0.038278,-0.176955,51.545974,51.147694,79.256203,85.396199,89.378823,1,3,13905.0245,10789.98811,3115.036387,1.288697,4.46384,3.46384,9.23181,834.596666,Yes
3,3,15,18,27,16,3,3.0066,9.039644,91.8041,3.253,3,50.101274,56.92,323.143391,23.818726,0.3464,-0.183017,0.062549,-0.021779,-0.140259,27.356454,28.910969,42.212397,47.821665,45.998407,0,1,5993.406309,5081.429356,911.976953,1.179473,6.571884,5.571884,7.674136,681.227083,Yes
7,3,18,28,34,18,9,3.3931,11.513128,121.1661,5.042,3,65.235446,107.41,451.141117,32.922554,0.698378,-0.415522,0.15357,-0.127275,0.043901,43.836259,38.941958,55.55443,59.875901,53.235503,0,2,12263.33585,10231.68143,2031.654427,1.198565,6.036133,5.036133,9.39791,776.306018,Yes
10,2,12,23,39,12,9,-0.1627,0.026471,127.1124,0.094,2.67,71.158204,139.79,480.223352,46.555796,1.158409,-0.718197,0.129904,-0.193973,0.388979,40.977719,44.149737,61.724243,65.360313,63.2457,0,5,19955.47096,18442.50873,1512.962236,1.082037,13.189669,12.189669,10.375681,887.878217,Yes
3,2,0,2,9,0,1,-0.3341,0.111623,26.9184,-2.552,1.57,17.395344,63.32,133.053907,10.246656,0.323832,-0.095834,-0.042121,-0.008071,-0.113147,12.410963,10.412151,15.100769,12.183258,6.090618,1,1,599.042248,468.098812,130.943436,1.279735,4.574817,3.574817,3.976978,431.419448,Yes
16,0,0,3,60,0,12,-1.0858,1.178962,196.5367,2.916,4.21,129.965131,184.19,813.451071,99.174869,2.329097,-1.221183,0.005131,-0.0157,0.267898,68.977016,68.800845,102.270305,121.373942,140.476341,0,1,23697.08692,15401.78883,8295.298092,1.538593,2.856689,1.856689,10.571514,1005.320514,Yes
8,3,18,20,35,18,8,4.2551,18.105876,104.854,3.023,2.01,56.619481,108.74,473.139878,33.722519,1.109445,-0.719039,0.09738,0.220651,-0.172435,45.306596,41.14935,71.013297,61.989485,58.412345,0,0,9996.052607,7237.974228,2758.078379,1.381057,3.624282,2.624282,8.809822,690.259268,Yes
16,4,30,9,89,32,19,4.609,21.242881,271.1625,8.561,5.2,163.862545,206.56,1112.490701,101.173455,2.116306,-1.258571,0.154848,0.191029,-0.627915,97.305776,99.882396,150.050257,167.180648,186.748372,0,0,101033.1339,59775.64338,41257.49048,1.690206,2.448843,1.448843,18.853277,1590.728546,Yes
14,3,10,11,64,11,9,1.045,1.092025,185.9977,4.637,3.44,116.498478,203.6,838.298311,77.755522,1.87905,-1.006603,0.100188,0.368764,-1.088219,79.266033,80.538283,121.625223,131.34331,140.368384,0,0,32290.36314,22357.66904,9932.694094,1.444263,3.250917,2.250917,12.02306,1088.950708,Yes
6,2,26,17,37,27,7,4.646,21.585316,125.9919,6.052,3.11,64.58186,118.81,440.159689,28.69814,0.526079,-0.360783,0.235988,-0.200966,0.084989,37.483289,40.571582,57.813227,58.983555,63.422842,3,0,9553.057542,7473.661042,2079.3965,1.27823,4.594149,3.594149,8.694614,762.308963,Yes
14,4,0,5,64,0,9,-2.726,7.431076,192.5184,3.726,4.65,130.916338,188.9,806.445257,89.395662,1.875151,-0.959959,0.054153,-0.108953,-0.130216,67.842567,71.306023,115.163472,129.602125,122.937941,0,0,57454.23516,53095.45808,4358.777076,1.082093,13.181274,12.181274,13.586986,1121.663589,Yes
4,1,12,19,28,12,6,3.0618,9.374619,103.4769,3.989,3.44,58.527032,53.43,348.183778,30.494968,0.367499,-0.201671,0.025438,0.013379,-0.142714,28.268899,29.495094,39.601927,35.495094,34.661276,1,1,7244.061998,5090.862759,2153.19924,1.422954,3.364325,2.364325,8.80762,646.089457,Yes
8,4,14,26,34,16,6,2.141,4.583881,115.5292,5.6,3,62.189446,97.56,398.196743,29.330554,0.419976,-0.28095,0.030034,0.162621,-0.174214,32.879842,36.714144,49.821701,48.101741,49.323639,0,6,10382.62724,9237.347479,1145.279765,1.123984,9.065582,8.065582,8.693582,711.439575,Yes
2,0,12,6,20,12,5,3.327,11.068929,82.9604,3.414,2.89,46.079067,16.13,318.073161,25.360933,0.190199,-0.1033,-0.001919,-0.00241,-0.006115,62.978051,26.483585,37.970079,36.970079,29.483585,0,1,4413.361571,2937.706945,1475.654626,1.502315,2.990782,1.990782,7.269148,549.469137,Yes
11,2,10,8,32,10,8,-0.7858,0.617482,112.6948,0.279,1.35,54.683102,234.93,454.030014,30.958898,0.808468,-0.392913,-0.028072,0.32737,-0.497681,53.360978,46.44882,71.710781,62.672947,69.204901,3,0,13909.17631,13007.0165,902.159813,1.069359,15.417641,14.417641,8.697038,740.511169,Yes
15,4,11,9,48,11,12,-0.2577,0.066409,157.9308,-0.379,2.12,84.119411,270.86,645.142401,49.064589,1.37547,-0.788583,0.127649,0.419448,-0.805961,65.691081,61.074728,90.200528,103.509819,101.926742,3,0,30097.39762,27050.94656,3046.451065,1.112619,9.879495,8.879495,11.482674,938.087633,Yes
2,0,24,16,52,24,2,6.4977,42.220105,172.4944,5.417,4.65,97.470134,61.86,606.272987,56.997866,1.04917,-0.636976,-0.108063,0.400084,-0.16562,50.366775,56.982195,84.085032,96.966062,99.631318,0,2,11761.23589,7877.400979,3883.834915,1.493035,3.028253,2.028253,8.586218,746.545073,Yes
