nHBAcc,nHBDon,naAromAtom,nAtomP,nB,nAromBond,nRotB,ALogP,ALogp2,AMR,XLogP,MLogP,apol,TopoPSA,MW,bpol,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nAcid,nBase,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,AllSurfaceArea,BE0001061,BE0001188,BE0003640,BE0003648,BE0003647,BE0001004,BE0003659,BE0001042,BE0003644,BE0003667,BE0003668,BE0001069,BE0003657,BE0001067,BE0000703,BE0001032
7,2,12,9,33,12,10,1.1967,1.43209089,111.6151,3.277,3.33,67.120204,95.94,424.1998222,38.039796,0.752910135,-0.39631079,-0.101418559,0.388646789,-0.304489672,35.59230578,35.82346153,49.424407,56.11693175,54.81256121,1,1,7948.127545,5436.351698,2511.775847,1.462033361,3.164345877,2.164345877,8.406080273,831.8193918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,6,8,9,6,0,0.7816,0.61089856,18.8289,-0.018,1.35,13.401379,65.72,130.0178556,7.718621,0.43470546,-0.21432142,0.061477044,-0.099809233,-0.015923019,12.77094281,10.9106968,15.84839116,14.45711347,6.241807721,0,0,609.5188749,438.10217,171.4167049,1.39127107,3.555772907,2.555772907,4.158030622,348.092573,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,2,21,19,45,22,11,4.1457,17.18682849,146.721,5.466,3.77,87.576169,124.11,575.209007,51.599831,0.839226304,-0.551399396,0.294122159,-0.207187624,-0.0426254,52.85450816,56.88568284,77.81351904,82.21083124,81.02813449,0,0,29706.53293,27678.8423,2027.690635,1.073257783,14.65042666,13.65042666,11.38170496,1010.923503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2,12,22,25,12,3,0.2271,0.05157441,83.7399,2.768,2.23,44.476309,107.98,331.062677,25.605691,0.509787875,-0.279707153,0.145383142,-0.061491745,-0.235278555,33.30557008,35.55731493,49.29770836,55.62651355,55.58999282,0,0,4717.775131,3929.330612,788.4445189,1.200656192,5.98364884,4.98364884,6.812438768,572.0965559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,12,14,17,12,1,1.9536,3.81655296,65.8703,1.994,1.68,30.367551,90.71,255.0078506,9.812449,0.253181591,-0.126031361,-0.025317944,0.027166096,-0.042952753,33.22580132,22.26061318,34.24409536,44.88119947,32.46498215,0,0,2376.248634,1907.454922,468.7937122,1.245769222,5.068857735,4.068857735,5.628566221,477.3784537,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
8,2,24,31,42,24,11,4.4181,19.51960761,141.1551,3.854,3.11,80.068997,154.03,551.1838549,49.867003,1.038250225,-0.576050299,-0.148312666,0.513925871,-0.383158263,51.57446876,54.71632062,73.83898142,82.02726511,80.77987234,0,0,13244.90997,9179.312348,4065.597617,1.442908735,3.257801488,2.257801488,9.494430356,893.5967661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,16,12,35,17,10,-0.9837,0.96766569,115.4992,-2.668,2.23,62.679446,210.54,454.171316,33.524554,1.021601785,-0.578550578,0.03224691,0.201344971,-0.144549578,39.75218759,39.15318888,57.05549006,58.89037947,54.47498478,2,0,14048.29289,11982.72605,2065.56684,1.172378708,6.801180488,5.801180488,9.863849871,805.6694209,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,12,18,20,12,1,3.1411,9.86650921,70.1378,2.296,2.78,37.403516,46.33,236.0949631,15.396484,0.201648107,-0.161908586,0.086980417,-0.012731672,-0.011389976,19.49442964,20.99681971,30.13163123,34.99363942,33.32545951,0,0,2014.752007,1342.853374,671.8986326,1.50035145,2.998595189,1.998595189,5.699483873,522.3009788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,3,6,8,26,6,5,0.3025,0.09150625,88.1786,-2.192,2.34,48.903481,138.03,347.0939772,25.718519,0.659538294,-0.323156429,-0.080457771,0.351900253,-0.426619688,34.30557008,31.66502992,45.99224128,51.8800794,49.20680498,1,1,5807.451439,4754.918382,1052.533056,1.221356703,5.517595294,4.517595294,7.460886375,593.3871129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,15,9,67,16,10,2.1939,4.81319721,220.0025,4.73,5.09,131.251994,154.1,810.4203799,80.544006,1.487871047,-0.746650969,-0.059164883,-0.154812504,0.596269903,67.41014252,73.14519697,118.1296077,155.2224503,191.4010957,0,2,21879.83148,17157.79969,4722.031789,1.275211966,4.633562936,3.633562936,9.687323444,875.2945345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,10,11,20,11,6,1.8914,3.57739396,77.0818,3.028,2.89,44.866653,41.49,259.1572291,25.533347,0.307469258,-0.108697137,-0.149294277,0.083759118,0.077537523,20.90891837,21.3286398,28.15900569,27.82248047,23.21392148,0,1,4422.222742,3978.172442,444.0503004,1.111621682,9.958832904,8.958832904,6.936349469,632.3913029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2,6,10,15,6,2,2.592,6.718464,55.371,2.682,1.9,29.501137,36.42,229.0173527,13.318863,0.240741673,-0.156437236,0.068211262,-0.028711629,-0.08903265,30.50584072,19.90063288,29.55175119,30.68877734,30.35094213,0,3,1674.336619,1205.857076,468.4795436,1.388503375,3.573980214,2.573980214,5.189879137,439.7785638,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
7,3,9,11,24,10,8,-1.1038,1.21837444,76.4602,1.28,1.79,46.02386,151.14,324.1546033,31.57214,0.9236529,-0.604451169,0.15880986,-0.013938499,0.041891178,28.25775795,27.82055313,39.50502715,40.47364147,35.30700605,0,1,9481.846977,8898.545637,583.3013397,1.065550188,16.25548637,15.25548637,8.428713524,844.4103879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,3,6,6,28,6,6,0.783,0.613089,89.9249,1.84,2.34,51.834274,149.31,378.0885574,28.429726,0.841317572,-0.352069582,-0.045707059,0.014948897,-0.093332524,37.49452785,34.16303194,55.43810082,54.79113025,65.13550206,2,0,6873.061795,5572.578612,1300.483183,1.233371887,5.285006283,4.285006283,7.820028401,633.3175655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,0,2,10,0,4,-2.5189,6.34485721,37.2555,-1.741,1.79,25.827895,60.36,161.1051935,20.954105,0.478451931,-0.219808087,-0.003218895,-0.072263048,-0.064881276,13.68338741,11.66100366,16.26901888,10.71591946,14.37557989,1,2,1056.478771,933.1408336,123.3379378,1.132175052,8.565724306,7.565724306,4.3959145,376.8502131,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
7,2,6,6,28,6,11,-0.5692,0.32398864,94.0196,2.11,2.89,60.080204,95.94,376.1998222,38.039796,0.75387009,-0.411290238,-0.086341098,0.421784062,-0.345907594,31.59230578,30.82346153,42.424407,44.11638797,43.81228932,1,1,7751.679391,5913.628649,1838.050742,1.310816057,4.217336994,3.217336994,8.55746563,743.6011303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2,5,7,21,5,10,0.8109,0.65755881,87.5667,1.104,1.79,48.026653,136.87,331.1136671,33.393347,0.397584282,-0.191120163,-0.106968053,0.146453817,-0.007075046,36.60434565,30.44788334,37.92068485,33.75642495,39.51637764,0,1,9023.91415,8531.513656,492.4004941,1.05771549,18.32637103,17.32637103,7.984626379,735.5400571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,2,12,13,20,12,4,4.6029,21.18668841,75.3112,3.905,2.45,39.038723,49.33,295.016684,14.483277,0.29314064,-0.113482752,-0.051010334,0.020933614,-0.053564849,36.33481819,24.9000891,36.91046328,41.18677936,41.34694617,1,0,3380.211085,2378.093645,1002.117439,1.421395281,3.373068815,2.373068815,6.534492174,552.736712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,16,14,37,17,5,2.6351,6.94375201,121.2875,2.253,2.89,66.659825,112.27,451.1855691,41.892175,1.070957364,-0.626181551,-0.074634865,0.2079311,-0.132847782,38.67224668,41.81682906,60.47412393,68.71468173,60.91300362,0,0,16400.42974,15403.38388,997.0458556,1.064729014,16.44902253,15.44902253,9.37864394,739.1625262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,6,14,15,6,2,-1.8689,3.49278721,53.8165,-0.473,1.13,26.576344,159.29,229.0478856,11.443656,0.502497889,-0.290409958,-0.030302962,0.064251804,0.024838756,26.00728105,18.94568195,29.40898278,31.65721411,26.52651215,0,3,2348.977158,1938.605226,410.3719317,1.211684115,5.724020033,4.724020033,5.813188314,468.2416796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,7,6,12,36,6,2,-1.9508,3.80562064,111.8852,-0.811,2.67,64.141032,201.85,460.1481805,30.430968,0.950957582,-0.186793486,0.016802553,-0.371492975,-0.233596481,40.69018192,39.65355553,67.36175496,93.5602526,111.6940934,0,1,7718.644002,5757.430189,1961.213812,1.340640485,3.93564636,2.93564636,7.781323717,599.9349692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,6,0,4,135,0,15,-2.2978,5.27988484,433.5452,5.109,8.83,287.007778,340.12,1735.000065,199.844222,4.095747398,-1.987537534,-0.204779592,-0.375096501,0.694519155,144.685133,150.9404149,234.4347425,281.1744582,288.1682607,0,0,326373.5117,285891.6677,40481.84406,1.141598545,8.062219479,7.062219479,23.75014502,2380.72218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,12,18,27,12,4,3.7413,13.99732569,99.4003,3.623,3.11,52.398481,73.58,356.0882438,25.123519,0.349805692,-0.114384204,-0.068017548,-7.06E-04,0.04454714,34.95320428,34.14193893,45.60597758,45.83150854,41.82590729,1,0,6672.266547,5339.445832,1332.820716,1.249617799,5.006124582,4.006124582,7.99400898,620.4335995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3,6,15,27,6,2,0.2513,0.06315169,85.4422,1.59,1.9,49.796688,135.12,389.0270758,31.523312,0.442338719,-0.208642037,0.126038129,-0.156911897,0.110766782,48.14627303,47.2423952,62.70069157,66.22925526,71.76317188,0,0,6056.73331,5123.546226,933.1870846,1.18213695,6.490374128,5.490374128,7.043031364,537.9514771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,10,14,32,11,6,2.4466,5.98585156,106.7139,3.284,2.89,60.739446,121.24,414.124943,33.760554,0.767922321,-0.375916072,-0.030685761,0.12623979,-0.185826614,39.72005882,38.16303194,60.99572376,62.45903828,70.64166138,1,0,8406.550209,6846.804594,1559.745615,1.227806358,5.389693118,4.389693118,8.242914408,710.7927664,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,1,10,11,23,11,8,2.7148,7.37013904,93.1013,4.268,3,54.496618,28.16,319.1815257,32.803382,0.243772424,-0.115834012,-0.014155384,-0.054899126,0.064163234,30.79289081,26.11504417,35.56536061,36.23299674,32.5849622,0,1,7938.380419,7368.774426,569.6059927,1.077299963,13.93661675,12.93661675,7.959479072,626.3366439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,24,28,41,24,8,4.2128,17.74768384,146.0351,3.037,3.77,80.212583,86.28,493.2590089,44.087417,0.621150388,-0.430084132,0.1338979,-0.00133302,0.062693234,40.29433114,43.99100291,60.45822348,60.51371296,53.87342138,0,2,26135.71525,25095.13546,1040.579792,1.041465398,25.11649318,24.11649318,10.59088549,858.886716,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6,1,12,11,37,12,11,4.1032,16.83625024,130.7768,4.868,3.33,73.208997,111.01,479.2056359,41.347003,0.752178439,-0.454945353,0.174623907,-0.107217366,0.130439183,40.72675512,41.09656666,56.97750641,63.36602281,70.52068555,0,1,14941.99288,12698.1106,2243.882284,1.176709934,6.658991423,5.658991423,9.932309026,778.0058077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,12,13,33,12,7,4.4675,19.95855625,115.0885,4.16,3,64.729618,55.25,437.1748683,40.252382,0.621379699,-0.36349259,-0.098575361,0.212229312,-0.066170647,42.48829539,39.91265512,62.09072181,63.19384026,54.3551402,0,2,11712.79621,9435.090165,2277.706044,1.241407979,5.142365162,4.142365162,9.526711727,754.9834886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,4,24,0,0,0.2615,0.06838225,81.9381,3.635,3.33,53.714204,37.3,288.2089303,31.567796,0.199214366,-0.059135105,-0.041575691,0.012380236,-0.004949776,22.54893807,24.66418395,40.32836791,45.99255186,35.32836791,0,0,3341.137834,2877.993994,463.1438395,1.160925923,7.214039244,6.214039244,5.989393905,465.984298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,9,9,6,1,0.2931,0.08590761,31.1573,0.385,1.79,16.597965,50.19,123.0320284,7.744035,0.280259825,-0.140242008,0.027758144,-0.10904898,0.121073006,10.90891837,9.996547821,12.77101686,10.66073177,6.771107148,1,0,576.3781283,438.1355544,138.2425738,1.315524665,4.169324343,3.169324343,4.085737303,403.0967307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,3,9,10,22,10,2,-0.8323,0.69272329,66.7134,0.039,1.46,35.577723,119.31,303.0534452,20.844277,0.827776793,-0.413059264,-0.043123986,0.008077117,0.084349393,33.33830266,27.52374299,44.1973816,47.66148225,44.08989142,0,0,4053.944612,3055.373921,998.5706911,1.326824381,4.059747245,3.059747245,6.924904437,525.9243068,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
5,2,0,6,29,0,2,-0.7488,0.56070144,96.3116,0.608,3.22,58.306618,91.67,358.1780241,31.297382,0.568591973,-0.114233861,-0.205346408,0.069109529,0.0166873,29.87234518,30.66045989,51.32091977,64.86613377,60.42003265,0,0,5110.56939,4334.949697,775.6196931,1.178922421,6.589014482,5.589014482,6.728539303,502.6536874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,21,10,38,22,8,5.0509,25.51159081,131.3573,5.809,3.88,75.709583,42.32,458.2481901,42.948417,0.49033811,-0.319548311,0.121567209,-0.089517428,0.087609297,37.71643438,40.9077884,56.56951441,55.48666511,46.60040445,0,1,19878.77082,18723.89033,1154.88049,1.061679516,17.21283803,16.21283803,10.17317767,921.926495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,4,9,10,21,10,2,-2.1324,4.54712976,63.4126,-1.417,1.57,34.976309,139.54,267.096754,21.407691,0.791268133,-0.375706703,-0.081540637,0.028936503,0.079437503,23.89777765,24.32227922,36.81339215,40.55183177,33.50443819,0,0,3239.120821,2746.301412,492.819409,1.179448405,6.572632412,5.572632412,6.205300039,514.8209366,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
5,1,0,4,32,0,7,1.0638,1.13167044,111.4563,4.775,3.66,73.348134,72.83,418.2719246,47.289866,0.618947367,-0.308822519,0.099714622,-0.189812481,0.099591801,33.87234518,34.32464384,51.86985784,55.31347163,51.86613377,0,0,7123.204488,4832.217031,2290.987457,1.474106904,3.109228934,2.109228934,8.02659408,610.5584939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,2,15,21,24,16,5,3.1586,9.97675396,78.9231,3.217,2.56,42.534309,84.08,295.0956914,20.683691,0.559847921,-0.419506139,0.297433799,-0.297736966,0.252763098,25.40334801,26.32545951,37.29024482,35.82028124,32.37312396,0,0,6071.869052,5617.138374,454.7306774,1.080954153,13.35267083,12.35267083,7.287363389,611.6582149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,6,8,17,6,2,0.9853,0.97081609,48.7187,0.023,1.9,31.009516,84.32,224.079707,19.590484,0.616677871,-0.401603661,0.246479184,-0.314206303,0.248403484,19.81783674,19.49136955,28.73283237,27.92657036,23.64868502,0,0,2479.295779,2113.836642,365.4591373,1.172889016,6.784057439,5.784057439,5.901445478,511.7666132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,6,6,32,6,14,-0.5224,0.27290176,115.7258,4.399,3.77,76.44172,86.99,432.2875747,46.60228,0.499222993,-0.214018371,0.034592016,-0.098171639,0.029442872,34.87234518,33.99255186,45.09538881,42.65301175,40.09538881,0,0,20537.83789,18476.95939,2060.878499,1.111537751,9.965574344,8.965574344,11.5728358,959.0408371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,6,7,23,6,0,1.9385,3.75778225,77.8078,3.625,3.22,47.953446,37.3,270.1619801,25.008554,0.175470318,-0.044215889,-0.039348325,9.19E-04,0.00803653,21.54893807,23.66418395,37.32836791,40.99255186,31.32836791,0,0,3299.236262,2865.378709,433.8575522,1.151413686,7.604422799,6.604422799,6.10189717,484.2814245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,15,10,29,16,5,3.7265,13.88680225,96.7098,3.94,2.78,56.591446,45.78,371.1512882,33.348554,0.467296865,-0.308022795,0.03691186,0.021041702,0.073411911,36.28732045,33.63802612,48.05697214,46.64126037,38.07978393,0,1,11869.7443,10736.87582,1132.868474,1.105511928,10.47760139,9.477601389,9.424555506,827.1667258,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
5,2,0,3,10,0,5,-1.4312,2.04833344,36.1213,-1.044,1.35,23.342723,91.85,181.0408789,20.119277,0.37672897,-0.182464091,0.04497022,-0.023564191,-0.067908121,20.58560948,20.0034394,19.20738568,11.16433505,10.44182318,1,0,1729.94868,1621.490339,108.4583404,1.066888058,15.95035175,14.95035175,4.831700401,424.780445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,12,8,34,12,13,4.1989,17.63076121,130.0814,4.967,3.77,78.266134,63.95,454.283158,51.845866,0.805500608,-0.426532508,-0.107872023,0.328267674,-0.246578547,36.81783674,37.32146355,49.15528162,60.03658355,56.65037524,0,1,18295.75556,17070.03715,1225.718414,1.071805258,14.92655683,13.92655683,10.02195623,859.7120713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,6,8,13,6,3,0.577,0.332929,48.5065,0.277,2.01,28.014309,72.72,183.0895434,14.871691,0.278699521,-0.090295484,-0.108751649,0.122581929,-0.053672097,15.68338741,14.3286398,19.1587338,20.48666443,14.32491573,0,1,1650.867512,1407.22262,243.6448914,1.173138839,6.775711579,5.775711579,5.328359486,445.991186,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4,2,9,9,21,10,6,1.4743,2.17356049,81.2286,0.88,2.34,46.446653,73.58,295.1354481,32.733347,0.334261815,-0.186570094,0.043231821,-0.015794034,-0.01355594,28.75663201,30.89313098,36.71605626,32.49884798,29.66502992,0,1,4819.234719,4176.138925,643.0957943,1.153992912,7.493805374,6.493805374,7.070454397,558.5016654,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
10,4,5,12,32,5,9,-0.6798,0.46212804,107.5893,-2.533,1.68,55.075895,238.05,453.0412899,30.006105,1.099281379,-0.466075155,-0.270343977,0.311073112,-0.007188329,49.47669083,43.05288365,62.85030008,63.62151273,70.56158799,2,0,11945.34062,10082.43641,1862.90421,1.184767266,6.412214089,5.412214089,9.180720481,755.6353609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,6,13,17,6,6,1.2749,1.62537001,61.0514,1.8,1.79,35.954309,83.65,276.0335411,23.385691,0.391789828,-0.243768299,0.180945196,-0.22424491,0.148152721,33.88407066,28.67844779,36.25774044,36.90233798,30.60448191,0,0,4058.48486,3718.471652,340.0132084,1.091438967,11.93625648,10.93625648,6.266278156,601.1936843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,18,21,30,18,8,5.6558,31.98807364,119.4274,7.138,4.1,66.998997,12.47,371.2249148,35.599003,0.246040826,-0.140002526,-0.051799041,0.134300266,-0.079802424,29.13444934,31.16272975,40.16245786,42.21764555,44.16245786,0,1,8184.331651,6882.852502,1301.479149,1.189090083,6.28848465,5.28848465,8.417171125,700.6584058,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
5,2,22,17,33,22,8,2.7175,7.38480625,120.2711,6.139,3,63.638239,92.51,422.1621872,29.523761,0.344604448,-0.196400582,0.008381132,0.006407782,0.02003097,40.64730075,37.52707705,52.82790474,55.22557964,57.54594582,2,0,9748.056017,7694.80545,2053.250567,1.26683593,4.747621247,3.747621247,8.932502947,763.5995765,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0,17,19,26,17,1,4.2358,17.94200164,89.2341,4.574,2.89,46.385309,30.18,325.0782034,20.454691,0.323976247,-0.150267311,-0.034339501,-0.036414508,0.086451712,33.29493495,29.69682928,45.08891114,50.67069625,48.76737842,0,0,3956.945276,2397.176545,1559.768731,1.650669111,2.536879472,1.536879472,6.888838742,583.3999408,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
6,1,6,11,33,6,10,2.9198,8.52523204,117.0771,1.982,3.11,67.864583,94.53,433.2100526,45.449417,1.045082056,-0.602467251,0.04491184,0.028196107,0.008472593,36.78126355,37.15155755,51.0325876,54.42039483,53.13515265,0,1,18423.58262,17606.69893,816.8836898,1.046396187,22.55349549,21.55349549,9.652489632,820.5637526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,6,8,30,6,8,-0.4091,0.16736281,99.1048,-2.489,2.34,55.361067,164.33,405.0994565,30.778933,0.935269774,-0.490392016,0.011443453,0.275323144,-0.393741851,39.85450816,36.66130585,52.76298625,57.87635534,59.98084999,1,1,9152.154451,7687.609054,1464.545397,1.190507268,6.249143569,5.249143569,8.527897656,681.5799799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,12,17,29,12,6,4.2712,18.24314944,106.4848,3.778,3.11,59.135239,35.91,387.1513684,33.004761,0.488720994,-0.23779832,-0.109959924,0.185093469,-0.108293289,38.06940399,33.19510319,47.61448441,56.7497763,55.06812989,0,1,7210.164849,5551.337197,1658.827651,1.298815869,4.346542478,3.346542478,8.107186751,664.9388246,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
7,2,12,8,38,12,13,1.8096,3.27465216,130.9742,2.722,3.44,78.004962,114.4,498.2366017,48.431038,1.066836903,-0.589920797,-0.121592976,0.577609006,-0.485621521,42.14124385,42.15182944,58.7527749,67.55158878,66.13720505,1,1,13597.73334,9571.94355,4025.789787,1.420582274,3.377656076,2.377656076,10.08374159,879.3275704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,18,15,29,18,0,4.0777,16.62763729,88.7686,3.835,3.11,47.211516,75.99,332.0684736,17.908484,0.501420765,-0.249934443,0.079490873,-0.19539416,0.263263482,28.87234518,31.32464384,50.09166474,56.97765559,59.30478676,0,0,3988.033412,2522.589689,1465.443722,1.580928293,2.721382849,1.721382849,6.811903712,535.7909449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,5,12,19,42,12,4,0.081,0.006561,130.304,0.564,3.22,75.976997,185.84,527.1791464,39.665003,1.181617447,-0.392870719,-0.010098754,-0.27003781,-0.157091449,46.10467066,46.48337764,74.74494838,94.39379878,98.10076148,0,1,13044.21557,10082.84075,2961.374825,1.293704413,4.404783704,3.404783704,9.330175864,810.8085429,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
6,3,11,14,22,11,5,2.0175,4.07030625,74.5398,1.2,1.79,39.744723,131.01,330.0077202,21.795277,0.57987165,-0.255441747,-0.007000814,-0.019091057,0.183724087,39.43300873,34.50854179,44.88834453,48.33099428,50.96666486,1,0,5012.400503,4285.613544,726.7869591,1.16958761,6.896657185,5.896657185,6.89872497,669.9566516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,15,11,50,16,5,1.3851,1.91850201,155.9018,2.338,3.99,90.927755,118.21,581.2638195,50.312245,0.951656285,-0.571807429,0.119129319,0.129013064,-0.342759522,48.67224668,54.15291699,88.24497532,99.34829473,102.1469579,0,1,22043.25111,19663.43209,2379.819025,1.121027652,9.262574542,8.262574542,10.45152676,945.861275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,1,5,16,18,5,3,1.0556,1.11429136,48.4282,-0.093,1.35,26.490758,118.05,238.0338193,14.287242,0.611169922,-0.278347325,-0.083620544,0.057784674,0.116369481,22.31226638,21.792363,31.50412112,26.06067272,20.37276178,0,0,3821.240244,3402.627513,418.6127309,1.123026317,9.128342169,8.128342169,6.814580037,494.7643056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,12,11,37,12,13,1.4237,2.02692169,129.6428,2.27,3.11,78.349755,139.57,505.2246571,51.508245,0.814619904,-0.509692796,0.180705787,0.125400574,-0.391840586,46.85450816,48.71950091,65.26193463,64.53954808,68.90263162,0,0,13091.6782,10700.03082,2391.647386,1.223517804,5.473916548,4.473916548,9.294453941,839.6390777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,5,12,14,5,2,-0.7662,0.58706244,46.9996,-0.982,1.02,26.740344,144.03,236.0037822,21.099656,0.50139667,-0.24145873,-0.042908663,0.010873877,0.035196081,30.01883439,27.75859173,40.20359385,34.00658663,26.19251998,0,0,1717.051872,1287.726952,429.3249197,1.333397479,3.999422799,2.999422799,5.115553528,463.0499605,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
3,2,6,8,30,6,2,0.6507,0.42341049,89.3484,0.429,3.11,54.844239,70,341.1627084,29.997761,0.51190929,-0.149275347,-0.194006487,0.196381213,-0.148528464,28.45785644,32.15900569,51.31773948,66.58259701,64.08476038,0,1,4416.011706,3138.066626,1277.945079,1.407239626,3.45555672,2.45555672,6.929042357,579.2353343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,6,8,16,6,2,0.0583,0.00339889,52.7228,0.114,1.57,30.020723,115.67,229.0521123,19.819277,0.572761645,-0.411593767,0.200856271,-0.120292208,0.071576304,24.53110105,21.66502992,31.93731892,28.10187524,24.57376669,0,0,2335.684951,2054.412513,281.2724379,1.136911373,8.303995117,7.303995117,5.506271183,464.4241045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,12,12,19,12,3,3.5805,12.81998025,67.448,3.764,2.78,37.229309,37.3,244.089958,16.372691,0.259569791,-0.111837408,-0.014384975,0.0215459,0.016990929,21.05098221,20.24596907,28.60222321,30.07372324,26.65550835,1,0,3120.723946,2699.469339,421.2546066,1.156050895,7.408165744,6.408165744,6.266494721,524.6486157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,2,11,14,31,11,5,2.0255,4.10265025,101.0122,2.414,2.56,56.319067,138.04,401.1045419,30.480933,0.720407568,-0.286511415,-0.046394567,0.072341731,-0.217981198,39.08003912,37.55058349,60.49426956,58.79167403,67.38919323,1,0,7946.073267,6447.673914,1498.399354,1.232393786,5.303041041,4.303041041,8.159965262,746.6364324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,12,9,27,12,4,2.7273,7.43816529,84.9035,3.319,3,50.83886,39.72,329.1427219,29.47514,0.576814983,-0.346123999,0.06751789,-0.129438866,0.199570868,28.18543155,29.90670084,41.59504696,39.15266991,32.73635756,0,1,6065.436394,4494.541655,1570.894739,1.349511665,3.861134832,2.861134832,8.172912733,581.6890981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
